,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
1339,France,"This is a ripe, full and fruity wine. It is packed with attractive red-berry fruits and a crisp dry backbone. The acidity and the bright aftertaste make it a fine food rosé. It comes from a small appellation surrounded by the large Côtes de Provence area.",,90,23,Provence,Coteaux Varois en Provence,,Roger Voss,@vossroger,Domaine Harmonie des Arpents 2016 Rosé (Coteaux Varois en Provence),Rosé,Domaine Harmonie des Arpents
1340,France,"Produced from organic grapes, the wine is ripe and packed with fruit. It has a delicious line of acidity, as well as weight and peach and red-fruit flavors. The acidity keeps the exuberance in check. Drink now.",Paparazzi,90,30,Provence,Côtes de Provence,,Roger Voss,@vossroger,Domaine Sainte-Marie 2016 Paparazzi Rosé (Côtes de Provence),Rosé,Domaine Sainte-Marie
1341,Austria,"Fresh Conference pear notes abound on the nose of this wine. The palate is sprightly and fresh, with a zestier core of lime and pear peel. Slender in frame, it dances on the palate, displaying seriousness and levity at the same time. The finish is totally refreshing.",Terrassen Federspiel,90,20,Wachau,,,Anne Krebiehl MW,@AnneInVino,Domäne Wachau 2016 Terrassen Federspiel Grüner Veltliner (Wachau),Grüner Veltliner,Domäne Wachau
1342,US,"Blackberry and chocolate flavors intertwine nicely in this soft, round and bright red from a tiny site in the appellation. Lightly spiced with clove and cedar, it strikes a balance between fruit and tension, making it a food-friendly option that won't overpower in the glass.",,90,39,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Doren 2014 Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Doren
1343,US,"Damp chaparral, dried blueberry, beef and pencil lead scents show on the nose of this blend of 54% Grenache, 35% Syrah and 11% Mourvèdre. Rounded blueberry and black plum flavors meet loamy soil, anise, thyme and marjoram spice, with a savory touch of smoke.",Rendition,90,38,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Écluse 2014 Rendition Red (Paso Robles),Rhône-style Red Blend,Écluse
1344,Italy,"Spanish broom, yellow stone fruit and citrus zest aromas take shape in the glass. Lively acidity carries juicy nectarine, intense lemon, thyme, pineapple and Mediterranean herb flavors into the round, juicy finish.",della Timpa,90,18,Sicily & Sardinia,Sicilia,,Kerin O’Keefe,@kerinokeefe,Feudo Montoni 2016 della Timpa Grillo (Sicilia),Grillo,Feudo Montoni
1345,US,"Intense and loaded with scents and flavors of fully ripe fruit, this parades down the tree fruit and tropical fruit avenues, with peach, apricot, papaya and mango in the lead. It's a delicious bottle, with just enough acidity to keep it bright and lively.",,90,22,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Grizzly Peak 2015 Viognier (Rogue Valley),Viognier,Grizzly Peak
1346,Argentina,"This is herbal and clipped smelling, with a scattering of berry and plum notes. It feels saturated and chewy, with roasted berry, pepper and spice flavors that lead to a lightly herbal finish, with a rubbery accent and a baked fruit note.",,86,11,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Tilia 2011 Bonarda (Mendoza),Bonarda,Tilia
1347,Italy,"An easy-drinking rosato, this has dusty aromas of dried rose petal, stone fruit and citrus. The mouthfeel is clean, lean and crisp.",Le Pitre,86,29,Southern Italy,Salento,,,,Villa Mottura 2011 Le Pitre Rosato (Salento),Rosato,Villa Mottura
1348,US,"Regrettably, this has no sweetness scale on the back label, but the 11.5% alcohol suggests that it is off-dry, as it certainly tastes. It's a heavy, honey-soaked style, perhaps due to grapes that were affected by botrytis. Apple juice and honey flavors are right in the heart of this wine, which would pair well with a simple dessert of fresh fruit.",,86,10,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,14 Hands 2010 Riesling (Washington),Riesling,14 Hands
1349,Italy,"Zibibbo is usually presented as a passito dessert wine, but this is dry. The natural floral fragrance of the variety emerges on the nose, while the mouthfeel and the honey and peach flavors are detailed with acids.",,86,35,Sicily & Sardinia,Sicilia,,,,Barraco 2010 Zibibbo (Sicilia),Zibibbo,Barraco
1350,Italy,"This is a lean, compact expression of Falanghina, opening with bright citrus, pear and kiwi aromas. It delivers fresh acidity and a bright, easygoing personality.",Preta,86,19,Southern Italy,Sannio,,,,Capolino Perlingieri 2011 Preta Falanghina (Sannio),Falanghina,Capolino Perlingieri
1351,France,"New wood dominates this soft wine. The fruit is round and smoky, featuring notes of black cherries and red plums that fall behind a toasty caramel sweetness. It needs several months for the wood influence to integrate.",,86,,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Bois Noir 2009  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Bois Noir
1352,France,"Spicy, creamy new-wood aromas introduce a wine that is heavily dominated by woody tannins. The wine is very dry, its fruit a mere whisper in the background. Give this five years and the fruit may come forward, though that's not a guarantee.",,86,,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château du Moulin Rouge 2010  Haut-Médoc,Bordeaux-style Red Blend,Château du Moulin Rouge
1353,France,"An attractively fragrant rosé, this is very crisp and clean. It has lively raspberry and red currant flavors that are lightly touched by a herb note. A bright finish completes this refreshing wine.",,86,14,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Chateau le Grand Verdus 2011 Rosé (Bordeaux Rosé),Rosé,Chateau le Grand Verdus
1354,US,"Strong in black currant, raisin, blackberry pie and oaky flavors, this full-bodied effort has thick tannins. It's pleasant for drinking now with barbecue and roasts.",,86,30,California,California,California Other,,,Dark Hundred 2011 Red (California),Red Blend,Dark Hundred
1355,US,"This mix of 62% Pepper Bridge Vineyard Syrah and 38% Klipsun Vineyard Malbec has not entirely come together. The grapey fruit flavors and slightly stemmy tannins may ultimately complement each other, but that will require more bottle age. For the moment, give it a good decanting, or wait a couple more years before opening.",Cutthroat Red,86,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Flying Trout 2010 Cutthroat Red Red (Columbia Valley (WA)),Red Blend,Flying Trout
1356,France,"Dry and firm, this is smothered with hard-edged tannins that give the wine a tough character. It will soften a little bit, but not completely.",Château Grand Martinet,86,75,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Horeau-Beylot 2009 Château Grand Martinet  (Saint-Émilion),Bordeaux-style Red Blend,Horeau-Beylot
1357,Spain,"This Navarran Garnacha is more interesting, offering lemony, floral aromas that are red in nature and not very stout. The palate sizzles with racy acidity, while the flavor profile is pure and tangy, with cranberry and red plum notes. A zesty style of Grenache.",Santa Cruz de Artazu,86,47,Northern Spain,Navarra,,Michael Schachner,@wineschach,Bodegas Artazu 2008 Santa Cruz de Artazu Garnacha (Navarra),Garnacha,Bodegas Artazu
1358,Spain,"This Rioja opens with a jumpy, lively, candied red-fruit aroma. It feels solid, rubbery and stout, with dark fruit flavors that are accented by mild resin and butter notes. Feels a little sticky on the finish, with firm tannins.",Tinto,86,10,Northern Spain,Rioja,,Michael Schachner,@wineschach,Burgo Viejo 2011 Tinto  (Rioja),Tempranillo Blend,Burgo Viejo
1359,US,"A fairly lean Pinot, this lacks voluptuousness, but it's dry and crisp, with fine cherry, cranberry, tobacco and pepper flavors. Give it some airing and drink now.",Goldie's Vineyard,86,17,California,Russian River Valley,Sonoma,,,Toad Hollow 2010 Goldie's Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Toad Hollow
1360,US,"It's hard to get around the tannins that battle in this wine, which is savory and dark with a smoky aura. Lay it down another couple of years or let it air out a bit before pouring.",,86,23,California,North Coast,North Coast,Virginie Boone,@vboone,Penumbra 2010 Petite Sirah (North Coast),Petite Sirah,Penumbra
1361,Italy,"Using fruit that was sourced from the vineyards of Feudo Arancio near the town of Sambuca in southern Sicily, this pretty white wine offers bright aromas of lemon, green apple and cut grass. A long list of seafood menu items would pair with this Grillo.",,86,9,Sicily & Sardinia,Sicilia,,,,Stemmari 2011 Grillo (Sicilia),Grillo,Stemmari
1362,US,"A blend of Viognier, Grenache Blanc, Marasanne and Roussanne, this is very generous, offering orange, pear, honeysuckle and vanilla flavors. However, the oak seems a little heavy-handed.",Côtes de Tablas Blanc,86,27,California,Paso Robles,Central Coast,,,Tablas Creek 2011 Côtes de Tablas Blanc White (Paso Robles),Rhône-style White Blend,Tablas Creek
1363,Italy,"“Sangue Blu,” which translates to “blue blood,” offers sun-drenched aromas of ripe fruit and rum cake that are backed by tobacco and sweet Indian spice notes. The mouthfeel is textured, gritty and rich.",Sangue Blu,86,18,Southern Italy,Puglia,,,,Torre Quarto 2009 Sangue Blu Negroamaro (Puglia),Negroamaro,Torre Quarto
1364,France,"Here's a solid, dark wine, with an old wood character. It has weight, a black plum flavor and dark tannins. This feels old and hard.",,86,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château de Ferrand 2008  Saint-Émilion,Bordeaux-style Red Blend,Château de Ferrand
1365,France,"There's a slightly confected top-note of cotton candy or bubble gum to this wine, but also decent concentration of canteloupe and peach fruit aromas and flavors. It's plump and medium-bodied, with a touch of refreshing minerality on the finish.",Magali,87,15,Provence,Côtes de Provence,,Joe Czerwinski,@JoeCz,Saint André de Figuière 2007 Magali Rosé (Côtes de Provence),Rosé,Saint André de Figuière
1366,Chile,Lavender and licorice on the nose; the palate mixes shy black cherry and cassis flavors with a bit of Chile's patented leafy character. The finish is round and offers a touch of vanilla and mocha. For the money this is solid and very easy to drink.,Reserve,87,9,Maipo Valley,,,Michael Schachner,@wineschach,Santa Alicia 2006 Reserve Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Santa Alicia
1367,France,"This is smoky and minerally upfront, influenced by barrel notes, but there's also some intense strawberry and raspberry fruit on the palate and a minerally reprise on the concentrated finish.",,87,40,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château d'Esclans 2006 Rosé (Côtes de Provence),Rosé,Château d'Esclans
1368,US,"A nice, dry Chard, a bit on the earthy, tobaccoey side, with pleasantly acidic mineral flavors and hints of lemons, limes and pineapples.",,87,20,California,Sta. Rita Hills,Central Coast,,,Gainey 2006 Chardonnay (Sta. Rita Hills),Chardonnay,Gainey
1369,Italy,"A luminous Italian white wine offersing subdued tones of stone fruit, white mineral and honey. There's an aromatic component that is reminiscent of mint and the wine is clean and easy in the mouth with a vibrant, fresh finish.",Mamàn,86,,Northeastern Italy,Delle Venezie,,,,Banear 2006 Mamàn White (Delle Venezie),White Blend,Banear
1370,US,"Bonterra's first rosé, showing the clean purity and balance that nearly always characterize its wines. Bone dry and vibrant in acidity, this Sangiovese, Zinfandel and Grenache blend has tart cherry, raspberry, tea and vanilla flavors. You might want to open it early to let some sulfur blow off.",,86,13,California,Mendocino County,,,,Bonterra 2007 Rosé (Mendocino County),Rosé,Bonterra
1371,US,"Intriguing all around, this displays earthy notes of truffle and meat on the nose, and balanced flavors of full raspberry and spicy caramel on the palate. Though a touch angular, the wine has elegance and good fruit.",,86,28,Pennsylvania,Pennsylvania,,Susan Kostrzewa,@suskostrzewa,Chaddsford 2005 Syrah (Pennsylvania),Syrah,Chaddsford
1372,Italy,"This is a very fragrant and pungent Pinot Bianco with aromas of exotic fruit, pineapple, apricot and melon. It represents a lighter, fresher take on the robust grape and delivers a medium, compact structure in the mouth.",Vigneto Vigne dai Vieris,86,10,Northeastern Italy,Venezia Giulia,,,,Di Lenardo 2007 Vigneto Vigne dai Vieris Pinot Bianco (Venezia Giulia),Pinot Bianco,Di Lenardo
1373,US,"This mountain-grown Zin is dry, lusty, robust and briary, with peppery flavors of wild forest berries, leather and cola. You'll find firm acids, but the wine has a silky texture that's almost like Pinot Noir.",Reserve,86,20,California,El Dorado,Sierra Foothills,,,Lava Cap 2005 Reserve Zinfandel (El Dorado),Zinfandel,Lava Cap
1374,US,"Made in a soft, gentle way, this pretty Mourvèdre has chocolate-infused blackberry, currant, raspberry, licorice, cola and pepper flavors. It's very dry, and will drink well with a char-broiled steak.",,86,24,California,Sierra Foothills,Sierra Foothills,,,Lavender Ridge 2006 Mourvèdre (Sierra Foothills),Mourvèdre,Lavender Ridge
1375,France,"Slightly confected on the nose, showing cotton candy and bubble gum aromas, but you'll also find plenty of strawberry-raspberry flavors. Very fruity and clean, with a fresh finish.",Rosé du Mas,86,15,Provence,Les Baux de Provence,,Joe Czerwinski,@JoeCz,Mas de la Dame 2007 Rosé du Mas Rosé (Les Baux de Provence),Rosé,Mas de la Dame
1376,US,"More tannic, drier and more acidic than most fine coastal Syrahs, this one from the Sierra Foothills is marked by its firm structure.The black currant, licorice, beef jerky and tobacco flavors are complex. Best now.",Terra d'Oro,86,18,California,Amador County,Sierra Foothills,,,Montevina 2005 Terra d'Oro Syrah (Amador County),Syrah,Montevina
1377,Portugal,"Ripe, fruity wine with quince and pineapple flavors, layered through with apple skin tannins. It could do with six months aging, but it will certainly be ready to drink by the fall.",Cister da Ribeira,86,11,Douro,,,Roger Voss,@vossroger,Quinta de Ventozelo 2007 Cister da Ribeira White (Douro),Portuguese White,Quinta de Ventozelo
1378,US,"This austere and lightly herbal Cabernet is balanced and varietal, but at first seems a bit dull, as if tasted through a screen. That said, it actually improved after 24 hours, with more presence to the tart red and black fruits. It's an elegant style that will probably show best with food.",Cs,86,18,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Substance 2006 Cs Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Substance
